Date,US900123BB58,US900123AY60,US900123CB40,RU000A0JXU14,XS0767473852,XS0088543193,RU000A1006S9,XS3020792696,XS2010028939,XS2010043904,XS1678623734,XS1678623064,XS2808539410,XS2334109423,XS3262542155,XS2801343414
2023-08-10,8.275492570958455,8.431318794089785,8.299793033044072,15.007302968216047,9.339290681545242,11.671498882643592,18.166680838770365,,7.253292291351003,7.124699211415978,5.597010395865244,5.966605297143334,,6.5223859871367935,,
2023-08-11,8.417088836625117,8.470548902468126,8.327464639877084,15.051733968968659,9.37736128734968,11.671498882643592,18.218185302331698,,7.275447809679917,7.100903195148748,5.593984612992146,5.974329476777887,,6.498569087495349,,
2023-08-14,8.42091545331439,8.622042619083668,8.394372886600427,15.194238474657013,9.37736128734968,11.671498882643592,18.382943866229372,,7.267387079499943,7.124699211415978,5.607607255447964,5.978193009064289,,6.506505943475678,,
2023-08-15,8.568964176432663,8.722532084573606,8.527476912149993,15.38605052384831,9.689768409862412,12.203900091223725,18.60367604809149,,7.334031444679155,7.2093632547359565,5.657703093293199,5.991722952796905,,6.514444909676749,,
2023-08-16,8.53137770302574,8.712433144063727,8.619718398351198,15.007302968216047,9.531791819015238,11.936027194913464,18.166680838770365,,7.360375211999805,7.276992490474889,5.695808298766599,6.026568500296897,,6.566099698391895,,
2023-08-17,8.554686992265887,8.722532084573606,8.629888646827233,15.007302968216047,9.37736128734968,11.803349823332027,18.166680838770365,,7.398969636730812,7.296682282701104,5.744778010722992,6.084818813283872,,6.538274479990916,,
2023-08-18,8.651214535335585,8.722532084573606,8.676588418771459,15.007302968216047,9.37736128734968,11.671498882643592,18.60367604809149,,7.4152527279996105,7.294493290403839,5.7570548577434195,6.125724453690076,,6.582011469469393,,
2023-08-21,8.548205553705083,8.722532084573606,8.710365755426622,15.007302968216047,9.37736128734968,11.671498882643592,18.829050584902994,,7.370521029845996,7.270434790129496,5.764734906805988,6.135479793159377,,6.609877479993151,,
2023-08-22,8.532670930007813,8.722532084573606,8.705949892348924,15.007302968216047,9.37736128734968,11.671498882643592,18.829050584902994,,7.435634027896534,7.336137180186289,5.8248254797716035,6.149147570077443,,6.697625950768198,,
2023-08-23,8.483670910044152,8.722532084573606,8.625527986325485,15.007302968216047,9.37736128734968,11.671498882643592,18.829050584902994,,7.390835391987446,7.281365835215023,5.801674557775559,6.156963131301297,,6.578032731983452,,
