Date,Price
2/24/2021,126.28
2/25/2021,125.03
2/26/2021,125.4
3/1/2021,126.62
3/2/2021,126.93
3/3/2021,125.2
3/4/2021,125.37
3/5/2021,124.5
3/8/2021,124.35
3/9/2021,124.8
3/10/2021,124.84
3/11/2021,124.51
3/12/2021,122.51
3/15/2021,123.22
3/16/2021,122.76
3/17/2021,122.27
3/18/2021,121.63
3/19/2021,122.11
3/22/2021,123.33
3/23/2021,123.66
3/24/2021,121.67
3/25/2021,121.81
3/26/2021,122.11
3/29/2021,122.13
3/30/2021,121.9
3/31/2021,122.25
4/1/2021,122.77
4/2/2021,122.43
4/5/2021,122.74
4/6/2021,122.47
4/7/2021,122.51
4/8/2021,122
4/9/2021,122.04
4/12/2021,122.18
4/13/2021,121.1
4/14/2021,123.88
4/15/2021,124.64
4/16/2021,126.43
4/19/2021,126.66
4/20/2021,125.87
4/21/2021,125.25
4/22/2021,125.67
4/23/2021,126.91
4/26/2021,127.04
4/27/2021,126.74
4/28/2021,125.76
4/29/2021,126.24
4/30/2021,125.96
5/3/2021,125.48
5/4/2021,125.72
5/5/2021,125.95
5/6/2021,126.31
5/7/2021,126.02
5/10/2021,126.52
5/11/2021,125.89
5/12/2021,124.9
5/13/2021,124.86
5/14/2021,125.7
5/17/2021,126.07
5/18/2021,126.12
5/19/2021,125.58
5/20/2021,125.81
5/21/2021,126.07
5/24/2021,126.66
5/25/2021,126.96
5/26/2021,126.47
5/27/2021,126.59
5/28/2021,126.8
5/31/2021,126.85
6/1/2021,126.75
6/2/2021,126.87
6/3/2021,126.38
6/4/2021,126.56
6/7/2021,126.95
6/8/2021,127
6/9/2021,127.45
6/10/2021,127.88
6/11/2021,128.37
6/14/2021,128.27
6/15/2021,127.87
6/16/2021,127.96
6/17/2021,128.03
6/18/2021,127.9
6/21/2021,128.59
6/22/2021,127.71
6/23/2021,127.79
6/24/2021,128.33
6/25/2021,127.72
6/28/2021,128.25
6/29/2021,128.19
6/30/2021,128.31
7/1/2021,127.74
7/2/2021,128.2
7/5/2021,128.21
7/6/2021,128.18
7/7/2021,129.07
7/8/2021,129.27
7/9/2021,129.01
7/12/2021,129.23
7/13/2021,129.33
7/14/2021,129.56
7/15/2021,129.74
7/16/2021,129.62
7/19/2021,129.76
7/20/2021,129.26
7/21/2021,129.6
7/22/2021,130.27
7/23/2021,129.94
7/26/2021,130.01
7/27/2021,129.98
7/28/2021,129.89
7/29/2021,130.11
7/30/2021,130.02
8/2/2021,130.42
8/3/2021,130.47
8/4/2021,131.66
8/5/2021,132.17
8/6/2021,131.61
8/9/2021,131.38
8/10/2021,131.57
8/11/2021,131.26
8/12/2021,131.3
8/13/2021,131.58
8/16/2021,132.31
8/17/2021,132.77
8/18/2021,131.31
8/19/2021,132.59
8/20/2021,132.64
8/23/2021,132.76
8/24/2021,132.5
8/25/2021,132.32
8/26/2021,132.51
8/27/2021,132.34
8/30/2021,132.77
8/31/2021,132.4
9/1/2021,132.71
9/2/2021,133
9/3/2021,132.7
9/6/2021,132.75
9/7/2021,132.31
9/8/2021,132.46
9/9/2021,132.89
9/10/2021,133.2
9/13/2021,133.08
9/14/2021,134.38
9/15/2021,133.79
9/16/2021,134.52
9/17/2021,134.19
9/20/2021,133.97
9/21/2021,134.25
9/22/2021,134.12
9/23/2021,133.2
9/24/2021,132.37
9/27/2021,130.91
9/28/2021,129.51
9/29/2021,129.58
9/30/2021,129.39
10/1/2021,128.93
10/4/2021,128.26
10/5/2021,127.86
10/6/2021,126.8
10/7/2021,127.9
10/8/2021,127.02
10/11/2021,126.97
10/12/2021,127.26
10/13/2021,127.98
10/14/2021,129.54
10/15/2021,129.52
10/18/2021,129.28
10/19/2021,129.14
10/20/2021,128.85
10/21/2021,128.75
10/22/2021,128.91
10/25/2021,128.82
10/26/2021,129.18
10/27/2021,129.74
10/28/2021,129.75
10/29/2021,129.95
11/1/2021,129.34
11/2/2021,129.38
11/3/2021,129.66
11/4/2021,130.46
11/5/2021,130.55
11/8/2021,132.38
11/9/2021,133.01
11/10/2021,132.5
11/11/2021,131.84
11/12/2021,131.22
11/15/2021,130.44
11/16/2021,130.14
11/17/2021,129.76
11/18/2021,130.2
11/19/2021,130.14
11/22/2021,128.82
11/23/2021,126.79
11/24/2021,127.77
11/25/2021,126.98
11/26/2021,128.37
11/29/2021,128.52
11/30/2021,129.52
12/1/2021,129.97
12/2/2021,131.51
12/3/2021,132.44
12/6/2021,132.32
12/7/2021,132.19
12/8/2021,131.68
12/9/2021,131.47
12/10/2021,131.98
12/13/2021,131.33
12/14/2021,132.14
12/15/2021,131.54
12/16/2021,131.58
12/17/2021,130.92
12/20/2021,130.88
12/21/2021,129.84
12/22/2021,130.14
12/23/2021,130.55
12/24/2021,130.47
12/27/2021,130.24
12/28/2021,130.06
12/29/2021,129.68
12/30/2021,130.4
